date,nwone_ticker,close,volume,contractSize,expiry,tcost,value1pt
2000-01-04,CL/G2000/CME/1d,25.55,76965.0,1000.0,2000-01-20,0.01,1000.0
2000-01-05,CL/G2000/CME/1d,24.91,74421.0,1000.0,2000-01-20,0.01,1000.0
2000-01-06,CL/G2000/CME/1d,24.78,87705.0,1000.0,2000-01-20,0.01,1000.0
2000-01-07,CL/G2000/CME/1d,24.22,93857.0,1000.0,2000-01-20,0.01,1000.0
2000-01-10,CL/G2000/CME/1d,24.67,71923.0,1000.0,2000-01-20,0.01,1000.0
2000-01-11,CL/G2000/CME/1d,25.77,109661.0,1000.0,2000-01-20,0.01,1000.0
2000-01-12,CL/G2000/CME/1d,26.28,96260.0,1000.0,2000-01-20,0.01,1000.0
2000-01-13,CL/G2000/CME/1d,26.69,91321.0,1000.0,2000-01-20,0.01,1000.0
2000-01-14,CL/G2000/CME/1d,28.02,69828.0,1000.0,2000-01-20,0.01,1000.0
2000-01-18,CL/H2000/CME/1d,27.8,78335.0,1000.0,2000-02-22,0.01,1000.0
2000-01-19,CL/H2000/CME/1d,27.88,94815.0,1000.0,2000-02-22,0.01,1000.0
2000-01-20,CL/H2000/CME/1d,27.97,111732.0,1000.0,2000-02-22,0.01,1000.0
2000-01-21,CL/H2000/CME/1d,28.2,92068.0,1000.0,2000-02-22,0.01,1000.0
2000-01-24,CL/H2000/CME/1d,27.83,60346.0,1000.0,2000-02-22,0.01,1000.0
2000-01-25,CL/H2000/CME/1d,28.28,58411.0,1000.0,2000-02-22,0.01,1000.0
2000-01-26,CL/H2000/CME/1d,27.84,70653.0,1000.0,2000-02-22,0.01,1000.0
2000-01-27,CL/H2000/CME/1d,27.32,92263.0,1000.0,2000-02-22,0.01,1000.0
2000-01-28,CL/H2000/CME/1d,27.22,69560.0,1000.0,2000-02-22,0.01,1000.0
2000-01-31,CL/H2000/CME/1d,27.64,83938.0,1000.0,2000-02-22,0.01,1000.0
2000-02-01,CL/H2000/CME/1d,28.22,80801.0,1000.0,2000-02-22,0.01,1000.0
2000-02-02,CL/H2000/CME/1d,27.55,100243.0,1000.0,2000-02-22,0.01,1000.0
2000-02-03,CL/H2000/CME/1d,28.03,80492.0,1000.0,2000-02-22,0.01,1000.0
2000-02-04,CL/H2000/CME/1d,28.82,67793.0,1000.0,2000-02-22,0.01,1000.0
2000-02-07,CL/H2000/CME/1d,28.45,60880.0,1000.0,2000-02-22,0.01,1000.0
2000-02-08,CL/H2000/CME/1d,28.02,68268.0,1000.0,2000-02-22,0.01,1000.0
2000-02-09,CL/H2000/CME/1d,28.77,88490.0,1000.0,2000-02-22,0.01,1000.0
2000-02-10,CL/H2000/CME/1d,29.43,77507.0,1000.0,2000-02-22,0.01,1000.0
2000-02-11,CL/H2000/CME/1d,29.44,77001.0,1000.0,2000-02-22,0.01,1000.0
